Species	rel_abundance_SRR29355722	reads_SRR29355722	rel_abundance_SRR29355723	reads_SRR29355723	rel_abundance_SRR29355724	reads_SRR29355724	rel_abundance_SRR29355725	reads_SRR29355725	rel_abundance_SRR29355726	reads_SRR29355726	rel_abundance_SRR29355727	reads_SRR29355727	rel_abundance_SRR29355728	reads_SRR29355728	rel_abundance_SRR29355729	reads_SRR29355729	rel_abundance_SRR29355730	reads_SRR29355730	rel_abundance_SRR29355731	reads_SRR29355731	rel_abundance_SRR29355732	reads_SRR29355732	rel_abundance_SRR29355733	reads_SRR29355733	rel_abundance_SRR29355734	reads_SRR29355734	rel_abundance_SRR29355735	reads_SRR29355735	rel_abundance_SRR29355736	reads_SRR29355736	rel_abundance_SRR29355737	reads_SRR29355737	rel_abundance_SRR29355738	reads_SRR29355738	rel_abundance_SRR29355739	reads_SRR29355739	rel_abundance_SRR29355740	reads_SRR29355740	rel_abundance_SRR29355741	reads_SRR29355741	rel_abundance_SRR29355742	reads_SRR29355742	rel_abundance_SRR29355743	reads_SRR29355743	rel_abundance_SRR29355744	reads_SRR29355744	rel_abundance_SRR29355745	reads_SRR29355745	rel_abundance_SRR29355746	reads_SRR29355746	rel_abundance_SRR29355747	reads_SRR29355747	rel_abundance_SRR29355748	reads_SRR29355748	rel_abundance_SRR29355749	reads_SRR29355749	rel_abundance_SRR29355750	reads_SRR29355750	rel_abundance_SRR29355751	reads_SRR29355751	rel_abundance_SRR29355752	reads_SRR29355752	rel_abundance_SRR29355753	reads_SRR29355753
EAL/GGDEF domain-containing protein	0	0	0	0	0	0	0	0	0	0	0.00792267469497703	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0202326757713708	2	0	0	0	0	0	0	0	0	0.0045789642382893	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ECF transporter S component	0	0	0	0	0	0	0	0	0.00106262020891113	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0205592105263158	1	0	0	0	0	0	0	0	0
EEP domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0167364016736402	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0205592105263158	1	0	0	0	0	0	0	0	0
EF-P beta-lysylation protein EpmB	0.00484027105517909	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045789642382893	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00260375982919336	1	0	0	0	0	0	0	0	0	0	0	0	0
EF-P lysine aminoacylase GenX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188836014804744	1	0	0	0.00228948211914465	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00188893086513034	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EVE domain-containing protein	0	0	0	0	0	0	0.0111452900004458	5	0	0	0.0158453493899541	2	0	0	0	0	0.00188943052563957	1	0	0	0.0101066248926171	2	0	0	0	0	0	0	0	0	0.0283254022207115	15	0.00258665287118469	1	0.0503686066211823	22	0.0029375477351507	1	0.00560648109214252	2	0	0	0	0	0.00169972634405861	1	0	0	0	0	0.00520751965838671	2	0	0	0.0205592105263158	1	0	0	0	0	0.0016202728539486	1	0	0
EamA family transporter	0.00484027105517909	1	0.00353032549601073	1	0	0	0.00222905800008916	1	0	0	0.0554587228648392	7	0.00380430647492962	1	0	0	0.013226013679477	7	0.00517170045510964	2	0	0	0	0	0.0101163378856854	1	0	0	0	0	0.0151068811843795	8	0	0	0.045789642382893	20	0.00587509547030139	2	0	0	0.013696753869333	1	0	0	0.00339945268811721	2	0	0	0.00377786173026067	2	0.00520751965838671	2	0.0102124183006536	2	0	0	0.0120627261761158	2	0.0191405876160398	4	0.00648109141579442	4	0	0
EamA-like transporter family protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0029375477351507	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
EamA/RhaT family transporter	0	0	0	0	0.00585017696785328	2	0.0312068120012483	14	0	0	0.00792267469497703	1	0	0	0	0	0.0113365831538374	6	0	0	0	0	0.0167364016736402	1	0	0	0	0	0	0	0.00566508044414231	3	0.00258665287118469	1	0.0480791245020376	21	0	0	0.011212962184285	4	0.013696753869333	1	0	0	0.00509917903217582	3	0.00420486081910689	1	0	0	0	0	0	0	0	0	0.0241254523522316	4	0	0	0.00648109141579442	4	0.00446229361892013	1
Eco29kI family restriction endonuclease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00486081856184582	3	0	0
Eco47II family restriction endonuclease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00324054570789721	2	0	0
EcsC family protein	0	0	0	0	0	0	0	0	0	0	0	0	0.0684775165487332	18	0.0541858574911948	10	0	0	0.00258585022755482	1	0	0	0	0	0.0202326757713708	2	0	0	0	0	0.00188836014804744	1	0	0	0	0	0	0	0	0	0	0	0.00374742364624321	1	0.0101983580643516	6	0.00420486081910689	1	0	0	0	0	0.0051062091503268	1	0	0	0	0	0	0	0	0	0	0
Electron transport complex, RnfABCDGE type, A subunit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188836014804744	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EmrA/EmrK family multidrug efflux transporter periplasmic adaptor subunit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045789642382893	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EmrB/QacA family drug resistance transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0.00280324054607126	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enamidase	0	0	0	0	0	0	0.00445811600017833	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Endo-1,4-beta-xylanase A precursor	0	0	0.00706065099202146	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Endoglucanase Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188836014804744	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EpsI family protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00258585022755482	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0140162027303563	5	0	0	0	0	0	0	0	0	0.00377786173026067	2	0	0	0.0102124183006536	2	0	0	0	0	0	0	0.00972163712369163	6	0.0133868808567604	3
Error-prone repair protein UmuD	0	0	0	0	0	0	0	0	0.00106262020891113	1	0	0	0	0	0.0216743429964779	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EscJ/YscJ/HrcJ family type III secretion inner membrane ring protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00505331244630856	1	0	0	0	0	0.00377886105127914	1	0	0	0.00377672029609487	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EscN/YscN/HrcN family type III secretion system ATPase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00505331244630856	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013696753869333	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EscU/YscU/HrcU family type III secretion system export apparatus switch protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00517170045510964	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EstA family serine hydrolase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00957029380801991	2	0	0	0	0
EstX protein	0	0	0	0	0	0	0	0	0	0	0	0	0.0152172258997185	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EvpB family type VI secretion protein	0.0435624394966118	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00755772210255829	4	0.0103434009102193	4	0.0101066248926171	2	0	0	0	0	0	0	0	0	0.00377672029609487	2	0	0	0	0	0	0	0.0140162027303563	5	0	0	0	0	0	0	0.00840972163821378	2	0.011333585190782	6	0.0208300786335468	8	0	0	0	0	0.0180940892641737	3	0.00957029380801991	2	0.00324054570789721	2	0.0133868808567604	3
EvpB family type VI secretion protein, partial	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00339945268811721	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Excinuclease ABC	0	0	0	0	0.00292508848392664	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exported zinc metalloprotease YfgC precursor	0	0	0	0	0	0	0.00445811600017833	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00686844635743395	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ExsB family transcriptional regulator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188836014804744	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F-box DNA helicase 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F-type ATP synthase subunit H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0504583298292827	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F0F1 ATP synthase subunit A	0.00484027105517909	1	0.0776671609122361	22	0	0	0.0111452900004458	5	0	0	0	0	0.00380430647492962	1	0	0	0.0151154442051166	8	0.0181009515928837	7	0.00505331244630856	1	0	0	0.0202326757713708	2	0.00755772210255829	2	0	0	0.0226603217765692	12	0.0129332643559234	5	0.0114474105957232	5	0.00881264320545209	3	0.064474532559639	23	0	0	0.0112422709387296	3	0.00339945268811721	2	0.00840972163821378	2	0.00566679259539101	3	0.00520751965838671	2	0	0	0	0	0	0	0.0287108814240597	6	0.0583298227421498	36	0.00446229361892013	1
F0F1 ATP synthase subunit B	0	0	0.0247122784720751	7	0.00292508848392664	1	0.013374348000535	6	0	0	0.0158453493899541	2	0.00380430647492962	1	0.00541858574911948	1	0.00755772210255829	4	0.00258585022755482	1	0	0	0	0	0	0	0	0	0	0	0.0396555631089962	21	0	0	0.0114474105957232	5	0	0	0.00280324054607126	1	0.0410902616079989	3	0	0	0.00339945268811721	2	0.00420486081910689	1	0.00188893086513034	1	0.00520751965838671	2	0.0051062091503268	1	0	0	0	0	0	0	0.00324054570789721	2	0	0
F0F1 ATP synthase subunit B'	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00280324054607126	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F0F1 ATP synthase subunit C	0	0	0	0	0	0	0.00445811600017833	2	0	0	0	0	0.0152172258997185	4	0.00541858574911948	1	0.00566829157691872	3	0.00258585022755482	1	0	0	0	0	0	0	0	0	0	0	0.00377672029609487	2	0	0	0.00686844635743395	3	0	0	0	0	0	0	0.00374742364624321	1	0.00509917903217582	3	0	0	0.00755572346052135	4	0	0	0.0051062091503268	1	0	0	0	0	0.0191405876160398	4	0.00648109141579442	4	0	0
F0F1 ATP synthase subunit I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0060313630880579	1	0	0	0	0	0	0
F0F1 ATP synthase subunit alpha	0.00484027105517909	1	0.0776671609122361	22	0.0175505309035598	6	0.0668717400026749	30	0.015939303133667	15	0.0871494216447473	11	0.0228258388495777	6	0.0379301002438364	7	0.066130068397385	35	0.0646462556888705	25	0.0505331244630856	10	0	0	0.0101163378856854	1	0	0	0.0786395360267374	8	0.202054535841076	107	0.0284531815830316	11	0.0366317139063144	16	0.0205628341460549	7	0.0532615703753539	19	0.013696753869333	1	0.018737118231216	5	0.0407934322574066	24	0.0294340257337482	7	0.132225160559124	70	0.0208300786335468	8	0.490196078431373	96	0.0411184210526316	2	0.0180940892641737	3	0.00957029380801991	2	0.0421270942026637	26	0.0803212851405623	18
F0F1 ATP synthase subunit alpha, partial	0	0	0	0	0.00292508848392664	1	0.00668717400026749	3	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00188836014804744	1	0.00258665287118469	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
F0F1 ATP synthase subunit beta	0.00484027105517909	1	0.00706065099202146	2	0.0175505309035598	6	0.0601845660024074	27	0.0116888222980225	11	0.150530819204563	19	0.0190215323746481	5	0.157138986724465	29	0.039678041038431	21	0.0181009515928837	7	0.343625246348982	68	0	0	0.0708143651997977	7	0	0	0.00982994200334218	1	0.0415439232570436	22	0.0155199172271081	6	0.0114474105957232	5	0.0176252864109042	6	0.0336388865528551	12	0.123270784823997	9	0.0149896945849728	4	0.047592337633641	28	0.00840972163821378	2	0.0321118247072157	17	0.00260375982919336	1	0.0051062091503268	1	0	0	0.0180940892641737	3	0	0	0.0145824556855374	9	0.00892458723784025	2
F0F1 ATP synthase subunit beta, partial	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0325115144947169	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0241254523522316	4	0	0	0	0	0	0
F0F1 ATP synthase subunit delta	0	0	0	0	0.00585017696785328	2	0.0869332620034773	39	0.00106262020891113	1	0	0	0.0190215323746481	5	0	0	0.00755772210255829	4	0.0543028547786512	21	0.0202132497852342	4	0.0167364016736402	1	0	0	0	0	0.0393197680133687	4	0.00188836014804744	1	0	0	0.0137368927148679	6	0.00587509547030139	2	0.00280324054607126	1	0.109574030954664	8	0.00374742364624321	1	0.00679890537623443	4	0	0	0.0207782395164337	11	0.00520751965838671	2	0	0	0	0	0	0	0.00957029380801991	2	0.00486081856184582	3	0	0
F0F1 ATP synthase subunit epsilon	0	0	0	0	0.00292508848392664	1	0.00222905800008916	1	0.0031878606267334	3	0	0	0.00380430647492962	1	0	0	0.00377886105127914	2	0.00258585022755482	1	0.00505331244630856	1	0	0	0	0	0	0	0	0	0.0245486819246167	13	0	0	0.0045789642382893	2	0.00587509547030139	2	0.0168194432764276	6	0.0410902616079989	3	0.00374742364624321	1	0.00509917903217582	3	0	0	0.00566679259539101	3	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
F0F1 ATP synthase subunit gamma	0.0145208131655373	3	0.0494245569441503	14	0.00585017696785328	2	0.00891623200035665	4	0.00531310104455567	5	0.0158453493899541	2	0.030434451799437	8	0.0325115144947169	6	0.0207837357820353	11	0.00517170045510964	2	0.0404264995704684	8	0	0	0.0101163378856854	1	0	0	0.0294898260100265	3	0.030213762368759	16	0.00517330574236937	2	0.0412106781446037	18	0.0146877386757535	5	0.011212962184285	4	0.191754554170662	14	0.00749484729248642	2	0.0118980844084102	7	0.00420486081910689	1	0.0340007555723461	18	0.0104150393167734	4	0.0102124183006536	2	0.0822368421052632	4	0.0120627261761158	2	0.00478514690400995	1	0.016202728539486	10	0.00892458723784025	2
F0F1-ATPase subunit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045789642382893	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F420-0--gamma-glutamyl ligase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00505331244630856	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F420H(2):quinone oxidoreductase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00374742364624321	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FABP family protein	0	0	0.0141213019840429	4	0	0	0.00222905800008916	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAD binding domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
FAD synthetase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0270929287455974	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAD-binding dehydrogenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00446229361892013	1
FAD-binding oxidoreductase	0.00484027105517909	1	0.00706065099202146	2	0.00585017696785328	2	0.0222905800008916	10	0.00743834146237793	7	0.0237680240849311	3	0.0684775165487332	18	0.4172311026822	77	0.0377886105127914	20	0.232726520479934	90	0.116226186265097	23	0.0167364016736402	1	0.101163378856854	10	0	0	0.0491497100167109	5	0.0358788428129013	19	0.00517330574236937	2	0.0503686066211823	22	0.0264379296163563	9	0.0224259243685701	8	0.0273935077386659	2	0.146149522203485	39	0.159774276341509	94	0.0840972163821378	20	0.11333585190782	60	0.0390563974379003	15	0.0306372549019608	6	0.143914473684211	7	0.0361881785283474	6	0.0239257345200498	5	0.0307851842250235	19	0.00892458723784025	2
FAD-binding oxidoreductase, partial	0	0	0	0	0	0	0.00222905800008916	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00258665287118469	1	0	0	0.0029375477351507	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAD-binding protein	0	0	0	0	0	0	0.00668717400026749	3	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0.0167364016736402	1	0	0	0	0	0	0	0.00377672029609487	2	0	0	0.00686844635743395	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00260375982919336	1	0	0	0	0	0	0	0	0	0	0	0	0
FAD-binding protein, partial	0	0	0.00706065099202146	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00258665287118469	1	0	0	0.0029375477351507	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0060313630880579	1	0	0	0	0	0	0
FAD-dependent 2-octaprenylphenol hydroxylase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188893086513034	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAD-dependent NAD(P)-disulfide oxidoreductase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00957029380801991	2	0	0	0	0
FAD-dependent cmnm(5)s(2)U34 oxidoreductase	0	0	0	0	0	0	0.013374348000535	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAD-dependent dehydrogenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00517170045510964	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAD-dependent monooxygenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0.00505331244630856	1	0	0	0	0	0	0	0	0	0.00188836014804744	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188893086513034	1	0.00260375982919336	1	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
FAD-dependent oxidoreductase	0	0	0.00353032549601073	1	0.00292508848392664	1	0.0490392760019616	22	0.0031878606267334	3	0	0	0.0722818230236628	19	0.00541858574911948	1	0.00755772210255829	4	0.0103434009102193	4	0.00505331244630856	1	0.0167364016736402	1	0.0303490136570562	3	0	0	0.127789246043448	13	0.0132185210363321	7	0.00258665287118469	1	0.0480791245020376	21	0	0	0.0196226838224988	7	0.013696753869333	1	0	0	0.0169972634405861	10	0.0126145824573207	3	0	0	0	0	0	0	0	0	0	0	0.0143554407120299	3	0.00486081856184582	3	0.0178491744756805	4
FAD-dependent pyridine nucleotide-disulfide oxidoreductase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0029375477351507	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00324054570789721	2	0	0
FAD-dependent pyridine nucleotide-disulphide oxidoreductase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAD-dependent thymidylate synthase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAD-linked oxidase	0	0	0.0176516274800537	5	0.0117003539357066	4	0.0980785520039231	44	0.00212524041782227	2	0	0	0.0114129194247889	3	0.0270929287455974	5	0	0	0	0	0	0	0.0167364016736402	1	0	0	0	0	0	0	0.00377672029609487	2	0	0	0.0503686066211823	22	0.0117501909406028	4	0	0	0	0	0	0	0.00169972634405861	1	0	0	0.00188893086513034	1	0	0	0	0	0.0205592105263158	1	0	0	0.0143554407120299	3	0	0	0	0
FAD/FMN-containing dehydrogenase	0	0	0.00706065099202146	2	0	0	0.00445811600017833	2	0	0	0	0	0.00760861294985924	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAD/NAD(P)-binding oxidoreductase	0	0	0	0	0	0	0	0	0.00531310104455567	5	0	0	0.0494559841740851	13	0.0975345434841506	18	0	0	0.0387877534133223	15	0.0151599373389257	3	0	0	0	0	0	0	0	0	0.0264370420726641	14	0.00517330574236937	2	0.0137368927148679	6	0.0029375477351507	1	0	0	0	0	0.0299793891699457	8	0.0798871381707545	47	0.037843747371962	9	0.011333585190782	6	0.0104150393167734	4	0.025531045751634	5	0	0	0	0	0	0	0	0	0	0
FAD:protein FMN transferase	0.00968054211035818	2	0.00353032549601073	1	0.00585017696785328	2	0.0245196380009808	11	0.00531310104455567	5	0	0	0.00380430647492962	1	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00755344059218974	4	0.00258665287118469	1	0.0091579284765786	4	0.0117501909406028	4	0.00840972163821378	3	0	0	0	0	0.00339945268811721	2	0	0	0	0	0	0	0.0306372549019608	6	0.0205592105263158	1	0	0	0	0	0.00648109141579442	4	0	0
FAD:protein FMN transferase ApbE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FADH(2)-oxidizing methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase TrmFO	0	0	0	0	0	0	0.00222905800008916	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188836014804744	1	0.00517330574236937	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
